focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
i,5,2,0,0,1,0.967534,90
i,5,2,0,0,1,0.967534,88
i,5,2,0,0,1,0.967534,89
i,5,2,0,0,1,0.967534,104
i,5,2,0,0,1,0.967534,98
i,5,2,0,0,1,0.967534,90
i,5,2,0,0,1,0.967534,110
i,5,2,0,0,1,0.967534,106
i,5,2,0,0,1,0.967534,84
i,5,2,0,0,1,0.967534,104
i,5,2,0,0,1,0.967534,105
i,5,2,0,0,1,0.967534,77
i,5,2,0,0,1,0.967534,103
i,5,2,0,0,1,0.967534,102
i,5,2,0,0,1,0.967534,96
i,5,2,0,0,1,0.967534,108
i,5,2,0,0,1,0.967534,97
i,5,2,0,0,1,0.967534,90
i,5,2,0,0,1,0.967534,90
i,5,2,0,0,1,0.967534,104
i,3,3,0,0,1,0.9445718,148
i,3,3,0,0,1,0.9445718,169
i,3,3,0,0,1,0.9445718,162
i,3,3,0,0,1,0.9445718,139
i,3,3,0,0,1,0.9445718,154
i,3,3,0,0,1,0.9445718,162
i,3,3,0,0,1,0.9445718,162
i,3,3,0,0,1,0.9445718,181
i,3,3,0,0,1,0.9445718,154
