a_initial.i.i,a_initial.i.j,a_initial.j.i,a_initial.j.j,a_slope.i.i,a_slope.i.j,a_slope.j.i,a_slope.j.j,c.i.i,c.i.j,c.j.i,c.j.j,g.i,g.j,lambda.i,lambda.j,Nmax.i.i,Nmax.i.j,Nmax.j.i,Nmax.j.j,s.i,s.j,sim.i,sim.j,function.int,Ni.Cgrwc,Ni.grwr,Ni.grwrChesson,Ni.grwrStouffer,Nj.Cgrwc,Nj.grwr,Nj.grwrChesson,Nj.grwrStouffer,prob.coex,prob.coex.id,prob.coex.stouff
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,1,0.7681550010720709,1.0198923355331961,0.23734377508839702,0.019697068326200357,0.804409583937262,0.8921348866878618,0.14962580231113776,-0.11413793957452151,1,j_i,0
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,2,2.0130154269178773,158.84945279432668,NA,5.06795691591467,NA,1.9340486057203885,-0.04001828133466778,0.6596155289388657,0,NA,1
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,3,8.949605398194299,2.466141958753417,14.716374522623584,0.9026549694897382,1.0017926096375095e-6,0.001197739799803512,-8.918928440096352,-6.7273189983687915,0,i,0
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,4,0.8808019176258043,1.2733917459611594,0.45597423860695996,0.2416840066896904,0.8071141007530228,0.8580840728344733,-0.026130680872996553,-0.15305319730802033,0,i,0
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,1,0.899545149355092,1.8070463638291785,0.6295558196176684,0.5916936691830794,0.962845659599115,1.174055974980488,0.266330432143974,0.16046439912832275,1,j_i,1
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,2,15.245652429287713,72.7959891756809,NA,4.287660859944277,NA,6.339588657483718,-0.8774804899831958,1.8468138858212295,0,NA,1
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,3,4.4674825111909024,22.341358972372984,1.3615302062195191,3.106439623141529,5.7253828291320374,10.817083000740231,0.8843015904251805,2.381126643794292,1,j_i,1
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,4,3.2086873233299276,4.172907767632129,-0.07188150521765624,1.4286130991921728,4.483906281791818,3.6984432860584744,0.14205007765557465,1.3079119976192977,0,j,1
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,1,0.8520744183731376,1.11605513113914,0.22319089641105785,0.1098002634012585,0.8928018341213599,1.3909336499406635,0.49005662272306494,0.32997521226422427,1,j_i,1
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,2,NA,2.8115929344875985,-3.3951746825369136,1.0337512033301128,83.84131338856092,1460.0438282724829,NA,7.286221733616524,0,NA,1
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,3,1.3749234109619468,7258.12181993645,-57.11851959535693,8.889876371861488,4646031263210728e13,2.2416041885995317,0.4887937367260824,0.807191765174668,0,j,1
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,4,1.6542546088186052,24.103894491992317,2.4673238497022263,3.1823734246192963,2.0442880251558178,1.5761579845862121,-0.048360289514990606,0.45499023043837505,0,i,1
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,1,0.8463346497638291,0.9948844851377355,0.100675356883678,-0.00512864390208904,0.8996009518773476,1.5415303618735963,0.5996160949629357,0.4327756644677084,1,j_i,0
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,2,NA,42.124354315242876,NA,3.740626060726991,NA,13.794332004290071,NA,2.6242577834660135,0,NA,1
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,3,1.367949788081557,793.9645673806538,NA,6.677038834786218,NA,2.3984920966031766,0.5615271329050966,0.8748402468130794,0,NA,1
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,4,0.992472281791868,1.9047965421774233,-0.4069944326570605,0.6443752008683219,2.86156773439056,2.3302702170829965,0.8535404283266557,0.8459842338502553,0,j,1
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,1,0.9117708575356913,1.3935170293702133,0.41311587177611264,0.3318307884394423,0.9219308268609313,1.5567239925943108,0.5349501815914953,0.4425836084123486,1,j_i,1
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,2,1.9205814239883214,1.2429637701490053,3.405460885818563,0.21749866499920753,0.04125585566259358,2.6205863809604755,0.31077013706691503,0.9633981022582887,1,j_i,1
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,3,1.1055177710005908,3.7960287717145116,0.7173776649708393,1.3339554602011785,1.8525772824327251,1.9552534512665747,0.5702060313602075,0.6705198276260529,1,j_i,1
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,4,0.9773067424561293,1.846661673429141,1.2786470916041566,0.6133795081681894,0.5141359350386416,1.3788668475477337,0.3442167494921809,0.321262036895938,1,j_i,1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,1,0.8869126303456818,1.950726874898848,0.6769874697874274,0.6682020594776473,0.9912530686404701,1.4801955278374759,0.5121829941515124,0.3921741924535164,1,j_i,1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,2,NA,13.127277298131203,NA,2.574692301855885,NA,333.12821808329176,NA,5.808527455161004,0,NA,1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,3,43449658742011146e10,3.473126023681313,-1.5422929352918335,1.24505505979559,16.237899659978748,8784967683315276e10,-1.5985609546303081,59.73766936786252,-1,-1,1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,4,1.6699179239237347,0.23843490435335257,-0.7411241374563567,-1.4336589436298122,0.500306280962982,6.797743218657125,1.403816199618753,1.9165906774885892,0,j,0
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,1,0.9920454082742156,1.9017415495414416,0.6450754098383853,0.6427700713683465,0.9976973167818819,2.568005185128718,0.9511158032317049,0.943129404956797,1,j_i,1
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,2,17.72756577321562,8855.550175784234,NA,9.088799679939495,NA,12.196437361541486,-0.3739769268781017,2.501143889547421,0,NA,1
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,3,Inf,Inf,NA,Inf,NA,NA,NA,NA,0,NA,0
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,4,1.2981696161097482,8.714223554088368e-6,-13.315512287320717,-11.650553976009117,5.285452901568712,2.6959619363106513,0.7307997896575995,0.9917550743712572,0,j,0
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,1,0.9002903299570546,2.02555982907216,0.7183949350329462,0.7058461211518766,0.9875295941651597,1.4020128381257848,0.44294692441612643,0.3379089455788789,1,j_i,1
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,2,NA,37.670573466263185,2.442607250918928,3.6288792450089185,3.27484976283018,118.53642628384578,NA,4.77522030813947,0,NA,1
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,3,12.434104930335769,995681498303829e13,NA,64.4680547504755,NA,3.253454052654287,-1.3407258773791169,1.1797172174171218,0,NA,1
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,4,0.7668944883273424,2.8107275631691615,-0.08025281375910276,1.0334433691091247,3.045594690860121,2.741841576396483,1.2740358539983976,1.0086298028103318,0,j,1
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,1,0.8046438236620159,1.3699200140161605,0.4129425110267907,0.3147523542058157,0.906476514671642,0.9099322087755782,0.12297037645673714,-0.09438517809720798,1,j_i,0
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,2,11.752010415450453,2.6153914531718887,-0.15170599322488854,0.961413781599282,3.0438396914278583,42.667965088175116,1.2894240814009312,3.7534484065425753,0,j,1
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,3,3.696372943861941e-4,0.0034743991885612373,-6.821970767342425,-5.662333710291572,3.1887757224010547,1.8869699489734273,8.537960659530036,0.6349723409673029,0,j,0
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,4,1.5235350681561979,2.9226140814071444,0.898345344250266,1.0724784491564172,1.190213978597291,1.250803305437748,-0.19724734807482613,0.22378598925695414,0,i,1
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,1,0.8875796898033029,1.095722471549091,0.17874833979499113,0.09141393707086547,0.9163706075633078,1.5770421624675304,0.5748080138297478,0.45555104349384695,1,j_i,1
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,2,5.589037971810038,1.0606706236395846,0.27607840038352016,0.05890137188752657,0.8047874863752967,16.969343424597,1.1106012138477555,2.831408388138009,1,j_i,1
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,3,NA,2.2375293266750944,-28.268477607119404,0.8053722779748758,4232652093982.664,130187172559.00398,NA,25.592239040815166,0,NA,1
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,4,3.195771953444865,2.104501650621745,0.19875280062240097,0.744078693557829,1.7251705116566374,2.4205534434890392,-0.27783246193921596,0.8839962096783575,0,i,1
