focal,starting.plants.i,starting.plants.j,time,ending.plants.i,ending.plants.j,biomass.i,biomass.j,total.fecundity.i,total.fecundity.j,per.capita.fecundity.i,per.capita.fecundity.j
i,2,1,7,0.9931706010334913,0.9656054162575127,129.01314885631078,236.97366730321374,3225.3287214077695,5924.341682580343,3247.5072440238355,6135.365008143667
i,1,1,8,0.4493289669978158,0.9607894391523114,129.01317432620243,236.97371493996104,3225.3293581550606,5924.342873499026,7178.102448424472,6166.119892747754
i,16,10,9,6.505114574991434,9.559974818331007,129.0128541094145,236.97311610619929,3225.3213527353623,5924.327902654982,495.81315064533044,619.7012037411683
i,3,10,10,1.1036383235384477,9.512294245007135,129.01312018691257,236.9736136959633,3225.328004672814,5924.340342399083,2922.450168576855,622.8087767058597
j,5,2,1,4.524187090179794,1.9900249583853635,144.85957689258254,226.6193191816562,3621.4894223145634,5665.482979541405,800.4729579321273,2846.9406655774706
j,14,10,2,11.462230543091742,9.900498337491731,129.07275136151355,236.961874246059,3226.8187840378387,5924.046856151475,281.5175259219188,598.3584516870208
j,9,8,3,6.667363970286369,7.880895516824366,129.01367004238998,236.9735835091015,3225.341751059749,5924.339587727538,483.7506644955544,751.7343143403036
j,3,8,4,2.0109601368503216,7.841589386454003,129.01314526348594,236.9736868790987,3225.3286315871483,5924.342171977467,1603.8749712059625,755.5027278285579
j,15,2,5,9.097959893728307,1.950619824056658,129.01329709856486,236.97394309455646,3225.332427464122,5924.348577363911,354.5116119590184,3037.1620878143153
j,12,3,6,6.585739633006794,2.91133660064552,129.0203564670144,236.9871437192476,3225.50891167536,5924.67859298119,489.77170240827115,2035.0373061182734
j,2,5,7,0.9931705862894614,4.828027081287191,129.01311635557764,236.97360653166328,3225.327908889441,5924.340163291582,3247.5064741289198,1227.0726869477512
j,7,13,8,3.1453027488206087,12.490262708980207,129.01147081579535,236.97052965808518,3225.2867703948837,5924.2632414521295,1025.4296733769957,474.3105392965612
j,14,3,9,5.6919752400958314,2.8679924454993038,129.01312788778108,236.9736287275627,3225.328197194527,5924.340718189067,566.6448045090626,2065.6751476057907
j,1,1,10,0.3678794447684079,0.9512294245007161,129.01353249618177,236.97438477779528,3225.338312404544,5924.359619444882,8767.378439518412,6228.108032459651
i,3,0,1,2.7145122541078717,0,242.49324537887307,0,6062.331134471827,0,2233.304021854276,NA
i,4,7,2,3.274923005939067,6.930348836244077,129.01176352472706,236.9738809352279,3225.2940881181767,5924.3470233806975,984.8457756927756,854.8411001186219
i,10,9,3,7.408182206037007,8.866007456427566,129.01364640927278,236.9735871292925,3225.3411602318197,5924.3396782323125,435.375517303483,668.208289621656
i,3,5,4,2.0109600815912874,4.900993366532915,129.01338297092371,236.97410428138463,3225.334574273093,5924.352607034616,1603.8779704273704,1208.8064936977564
i,3,1,5,1.8195919791632293,0.9753099120283316,129.01396955121595,236.9752006850709,3225.349238780399,5924.380017126772,1772.5672984465623,6074.356411292861
i,9,0,6,4.939304725647572,0,247.5001597070049,0,6187.503992675122,0,1252.707483412841,NA
i,10,8,7,4.965853045308607,7.724843330060528,129.00943593073262,236.96672486820611,3225.2358982683154,5924.168121705153,649.4827512697531,766.898158135038
i,1,3,8,0.4493289549678161,2.8823683174565233,129.01313816316704,236.9736473109888,3225.328454079176,5924.34118277472,7178.1006285477315,2055.372711008187
i,0,8,9,0,7.647979854664807,0,249.87496037359895,0,6246.874009339974,NA,816.8005313886591
i,8,11,10,2.943035529372123,10.463523669507854,129.0143130319422,236.97584443498687,3225.357825798555,5924.396110874672,1095.9289460180808,566.1951268040972
j,2,9,1,1.8096748360719197,8.955112312734139,113.57793403432646,237.88416589985758,2839.4483508581616,5947.1041474964395,1569.0378703731485,664.1015701209775
j,3,11,2,2.456192258927413,10.890548171240834,128.9141436763931,236.99300257551985,3222.8535919098276,5924.8250643879965,1312.1340889321123,544.03368602087
j,2,10,3,1.4816364413861356,9.85111939603059,129.01103536897537,236.9737678697703,3225.2758842243843,5924.344196744258,2176.8335295580323,601.3879193395436
j,4,0,4,2.681280185009549,0,247.49859619168387,0,6187.464904792097,0,2307.6532394431806,NA
j,9,2,5,5.458775938338308,1.950619824056663,129.01316050019258,236.97368674215488,3225.3290125048147,5924.342168553872,590.8520607802468,3037.1588022893884
j,6,5,6,3.29286981641244,4.852227667742477,129.01316075310925,236.97368944385357,3225.329018827731,5924.34223609634,979.4887738203103,1220.9530635755739
j,6,1,7,2.9795118228357955,0.9656054162575686,129.0130006490002,236.97339012628956,3225.3250162250047,5924.334753157239,1082.5011639508289,6135.3578318961745
j,1,2,8,0.4493289641171577,1.9215788783046428,129.013055113406,236.97349201021308,3225.32637783515,5924.337300255327,7178.095861619508,3083.057046027801
j,4,2,9,1.6262786451759026,1.9119949636662017,129.0135976588475,236.9745066013469,3225.339941471187,5924.362665033672,1983.2640310678898,3098.5241999141344
j,7,3,10,2.5751560881784896,2.8536882735021427,129.01317350199164,236.97371340850125,3225.329337549791,5924.342835212531,1252.47916130443,2076.030129227106
i,5,4,1,4.524187090179783,3.980049916770721,136.34504799459987,232.02610113142373,3408.6261998649966,5800.652528285593,753.4229093363033,1457.4321050204435
i,10,1,2,8.187307530779758,0.990049833749167,129.32086685581112,236.91187566735263,3233.0216713952777,5922.796891683815,394.88215866338237,5982.321990050836
i,9,3,3,6.667363986107478,2.955335818809187,129.01473241236766,236.97336310418387,3225.3683103091917,5924.334077604597,483.7546468184073,2004.6229737748479
i,1,4,4,0.6703200460494769,3.9207946932270117,129.01316974799244,236.97404130851595,3225.329243699811,5924.351032712899,4811.62582367669,1511.0077155906522
i,7,4,5,4.24571461751313,3.9012396481133114,129.01315749538227,236.97368114861655,3225.328937384557,5924.342028715414,759.6669178094098,1518.5793653000785
i,1,3,6,0.5488116360951413,2.9113366006455195,129.01347266264574,236.97427306267292,3225.3368165661436,5924.356826566823,5876.946851044906,2034.9267842314207
i,6,1,7,2.9795118228357955,0.9656054162575686,129.0130006490002,236.97339012628956,3225.3250162250047,5924.334753157239,1082.5011639508289,6135.3578318961745
i,5,5,8,2.2466448235362977,4.8039471957616096,129.01313324725334,236.97363811748053,3225.3283311813334,5924.340952937014,1435.6200398888836,1233.2235787612105
i,7,0,9,2.845987621326783,0,247.50009643156832,0,6187.502410789208,0,2174.114309009057,NA
i,3,4,10,1.1036383113425994,3.8049176980024844,129.01315203425642,236.9736732509631,3225.3288008564105,5924.341831274077,2922.450922288779,1557.0223330676124
j,1,11,1,0.904837418035958,10.945137271119526,92.63996959739927,240.7711032665955,2315.9992399349817,6019.277581664887,2559.57500626145,549.9499396455906
j,3,2,2,2.456192259233938,1.980099667498334,129.1441290248249,236.94752107676567,3228.6032256206227,5923.6880269191415,1314.4749615926205,2991.6110406720854
j,4,5,3,2.963272881968541,4.925559698015281,129.0135729311757,236.97361428790606,3225.3393232793924,5924.340357197651,1088.4381735160202,1202.7750591643062
j,8,5,4,5.3625602608007785,4.900993366533181,129.01316748569425,236.97366207130182,3225.329187142356,5924.341551782545,601.453229480488,1208.8042379810954
j,6,10,5,3.639183958275868,9.753099120283318,129.0129911312767,236.97337235196792,3225.324778281917,5924.334308799198,886.2769278115788,607.4309545853464
j,7,15,6,3.8416814526948664,14.5566830032276,129.01313510420655,236.97364160313975,3225.328377605164,5924.341040078494,839.5616391730391,406.98427236238587
j,3,16,7,1.4897559158341938,15.449686660120934,129.01315399217742,236.97367691685187,3225.328849804436,5924.341922921297,2165.004894777278,383.4603285653253
j,14,3,8,6.2906054982960224,2.88236831745697,129.01318577501203,236.97373635712614,3225.3296443753006,5924.343408928154,512.7216521921406,2055.3734833426943
j,9,9,9,3.659126937676796,8.603977336497922,129.01323749800875,236.97383307390788,3225.3309374502187,5924.345826847697,881.4482231376217,688.5589762907354
j,3,4,10,1.1036383113425994,3.8049176980024844,129.01315203425642,236.9736732509631,3225.3288008564105,5924.341831274077,2922.450922288779,1557.0223330676124
