a_initial.i.i,a_initial.i.j,a_initial.j.i,a_initial.j.j,a_slope.i.i,a_slope.i.j,a_slope.j.i,a_slope.j.j,c.i.i,c.i.j,c.j.i,c.j.j,g.i,g.j,lambda.i,lambda.j,Nmax.i.i,Nmax.i.j,Nmax.j.i,Nmax.j.j,s.i,s.j,sim.i,sim.j,function.int,Ni.Cgrwc,Ni.grwr,Ni.grwrChesson,Nj.Cgrwc,Nj.grwr,Nj.grwrChesson,prob.coex,prob.coex.id
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,1,0.7681550010720709,1.0198923355331961,0.23734377508839702,0.804409583937262,0.8921348866878618,0.14962580231113776,1,j_i
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,2,0.009363925009796274,133.62668525028374,-4.505956386574697,12100.552208737285,13.826573858588269,7.297483120155223,0,j
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,3,10.788302447301636,2.8051776781598723,-0.5950691390328775,5.086225581176689,20.53227640511953,0.643535666355032,0,j
-0.34088860679672095,-0.26376374188565904,-0.2176467067621967,-0.3403844710611343,-0.63187360833399,-0.15400728909298778,-0.03789491765201092,-0.9905239294748753,0.13620759709738195,0.4042668817564845,0.006037284852936864,0.010265843942761421,1,1,1,1,8,9,7,1,1,1,6,6,4,0.9642524059093117,1.3526217677314152,-0.09657641613582646,1.489769150518432,1.3166341425152215,0.3114807748400878,0,j
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,1,0.899545149355092,1.8070463638291785,0.6295558196176684,0.962845659599115,1.174055974980488,0.266330432143974,1,j_i
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,2,8.711855019509639e-14,2.3247063554643674e-10,-14.425030491253246,4.27640911502684e-4,2.7976830851993966e-9,10.37703232601606,0,j
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,3,0.004827565348326888,0.2884287355075709,0.1254558788625455,0.2544214538971574,2.9301519359231376,6.408467284020765,1,j_i
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,4,0.0092767978840350325,0.13454953062976138,-0.9295952672380605,0.34087902739183473,1.3080920635266964,4.948808482846433,0,j
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,1,0.8520744183731376,1.11605513113914,0.22319089641105785,0.8928018341213599,1.3909336499406635,0.49005662272306494,1,j_i
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,2,385.2968003153734,224.85097589095875,2.2472801731000844,23.76366373703405,2544.2256851878697,1.8875676860569222,1,j_i
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,3,3.0371919986709397,251396917908.65265,-39.630983560368136,4091451634115921e13,2.0004295196118305,-0.41757148660259835,-1,-1
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,4,1.4659546359391207,25.49441994330459,2.590874588025118,1.9109204069453594,1.4908621296668623,0.016847904262850433,1,j_i
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,1,0.8463346497638291,0.9948844851377355,0.100675356883678,0.8996009518773476,1.5415303618735963,0.5996160949629357,1,j_i
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,2,0.9204221859579812,0.32028279318881964,-5.961848527575041,124.3745506792918,20.496162900808486,3.103160509474533,0,j
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,3,0.9755414136194159,663.8608238446488,0.07468339683410541,616.0875795544342,3.1664367858959306,1.1773695794598769,1,j_i
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,4,0.8275703661748098,1.7257143017750791,-0.5264937856730213,2.921610012377214,2.0417880068262897,0.9030870386054142,0,j
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,1,0.9117708575356913,1.3935170293702133,0.41311587177611264,0.9219308268609313,1.5567239925943108,0.5349501815914953,1,j_i
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,2,1.574010173118819,0.9295226173743991,0.44244410512272253,0.5971850516244948,4.4177534090355195,1.0320046751725314,1,j_i
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,3,1.1824674663804706,3.8699869820088164,1.750429293438579,0.672214259843481,1.5355214249978744,0.26126668547892995,1,j_i
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,4,1.0062109824962961,1.8608788792214974,0.8912288432618949,0.7632421354670691,1.5169875234536208,0.4105347020059376,1,j_i
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,1,0.8869126303456818,1.950726874898848,0.6769874697874274,0.9912530686404701,1.4801955278374759,0.5121829941515124,1,j_i
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,2,89515.6384548479,0.0027312049825706196,-11.404595769262933,245.0796813460303,0.07505209117041688,-13.991741477932711,-1,-1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,3,16491565391165632e10,0.7807917986885429,-3.214878447936406,19.441922735123843,3.6310196465137037e+17,-19.934016302553637,-1,-1
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,4,0.9480310180434627,0.07504873972136551,-2.916981734562152,1.3873066713944568,11.15072730132282,2.464872782404267,0,j
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,1,0.9920454082742156,1.9017415495414416,0.6450754098383853,0.9976973167818819,2.568005185128718,0.9511158032317049,1,j_i
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,2,7.047154710855169e-81,0,-Inf,106191816122.0765,848.0638214232157,191.29972447834166,0,j
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,3,Inf,Inf,NA,Inf,306181884899855e209,-Inf,NA,NA
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,4,0.08920165151157676,3.972377543503351e-12,-30.28965344879018,56.712640690949314,6.960840864068432,4.357156005715657,0,j
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,1,0.9002903299570546,2.02555982907216,0.7183949350329462,0.9875295941651597,1.4020128381257848,0.44294692441612643,1,j_i
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,2,1.2522839471566464e-7,0.005163262108242655,-8.114584321978553,17.26010232803638,10298866.556042507,32.04067101318294,0,j
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,3,6.152034346745565,5294570346982498e12,59.21965000425582,101.1727386047073,4.354315116795844,-0.34561548092350747,0,i
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,4,1.4927961262409886,4.186194633343364,0.14254972418672351,3.6300353808356087,2.3027013433795913,0.4334319747287457,1,j_i
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,1,0.8046438236620159,1.3699200140161605,0.4129425110267907,0.906476514671642,0.9099322087755782,0.12297037645673714,1,j_i
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,2,3.077625819111705e-4,0.00953807675414076,-3.4003438922192397,0.28589818737947226,100.13724959639683,12.69272365113018,0,j
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,3,2.9393135787475275,11.199100481761208,1.7659863841606205,1.9152479207517554,1.2957819561736375,-0.8190617373918505,0,i
-0.2502141666038196,-0.2173555545539451,-0.09819015682097507,-0.2257071271933266,-0.2048033745959401,-0.23844987084157765,-0.48029288253746927,-0.8857317806687206,0.4883590955287218,0.17705161916092038,0.18373761628754437,0.07743215723894536,1,1,1,1,2,8,2,2,1,1,14,14,4,1.408590012871056,2.822473134509624,1.233651217548682,0.8219812298790424,0.9735987842193107,-0.3693451992512654,0,i
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,1,0.8875796898033029,1.095722471549091,0.17874833979499113,0.9163706075633078,1.5770421624675304,0.5748080138297478,1,j_i
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,2,5.920761425517464e-13,1.2804010491343858e-14,-31.015574966793586,0.37778010455018646,10.750348846872031,30.53007935404114,0,j
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,3,0.10020559544474548,0.023489612113112998,-32.77678631912223,4033232686626.644,115535020471.8393,27.77337077762712,0,j
-0.29690126866850497,-0.11925697033590082,-0.08733440272412565,-0.14277680848629007,-0.18126832251437008,-0.4600160368718207,-0.6613569550681859,-0.6090276909526438,0.22369071026332676,0.7075041113421321,0.9521815218031406,0.9383198656141758,1,1,1,1,3,5,0,0,1,1,15,15,4,0.05101966715634539,0.03673834544572389,-3.8241368962669573,1.682368567193642,2.307224200452732,3.81158924723158,0,j
-0.44298632194527815,-0.1389536411384342,-0.1365606545254681,-0.24891576730899803,-0.3660238606389612,-0.8247272935695946,-0.825072833802551,-0.7450449562165886,0.4063390742521733,0.44670545984990895,0.23447377374395728,0.6832677337806672,1,1,1,1,2,5,6,9,1,1,16,16,1,0.8702683721740908,1.0084270337443315,0.1449523790502435,0.872353406472998,1.548690048376399,0.5763630846660833,1,j_i
-0.44298632194527815,-0.1389536411384342,-0.1365606545254681,-0.24891576730899803,-0.3660238606389612,-0.8247272935695946,-0.825072833802551,-0.7450449562165886,0.4063390742521733,0.44670545984990895,0.23447377374395728,0.6832677337806672,1,1,1,1,2,5,6,9,1,1,16,16,2,70675505.59532395,1038.9821661304602,3.169878780700393,43.64627958577771,99089.42152399773,-6.569831646174411,0,i
-0.44298632194527815,-0.1389536411384342,-0.1365606545254681,-0.24891576730899803,-0.3660238606389612,-0.8247272935695946,-0.825072833802551,-0.7450449562165886,0.4063390742521733,0.44670545984990895,0.23447377374395728,0.6832677337806672,1,1,1,1,2,5,6,9,1,1,16,16,3,24.2801334405238,2.8595879013402192,-0.013362549366720655,2.8980557275615517,56895.23674281701,7.759308441751142,0,j
-0.44298632194527815,-0.1389536411384342,-0.1365606545254681,-0.24891576730899803,-0.3660238606389612,-0.8247272935695946,-0.825072833802551,-0.7450449562165886,0.4063390742521733,0.44670545984990895,0.23447377374395728,0.6832677337806672,1,1,1,1,2,5,6,9,1,1,16,16,4,2.7480311769717343,1.5870874269683621,0.28078862490789247,1.198549294939739,2.6766507796118995,-0.026318415742413337,0,i
-0.20344615369294658,-0.1691670235373818,-0.155138149510979,-0.18783189585518534,-0.4243039642460644,-0.7097549443133175,-0.8033867008052766,-0.5975772414822131,0.8393916601780802,0.5493632180150598,0.4110245381016284,0.509140610229224,1,1,1,1,1,6,9,1,1,1,17,17,1,0.8443678623005588,0.9710400071734739,0.12575054000380034,0.8562968723177378,0.9808463097977267,0.1498275249742137,1,j_i
-0.20344615369294658,-0.1691670235373818,-0.155138149510979,-0.18783189585518534,-0.4243039642460644,-0.7097549443133175,-0.8033867008052766,-0.5975772414822131,0.8393916601780802,0.5493632180150598,0.4110245381016284,0.509140610229224,1,1,1,1,1,6,9,1,1,1,17,17,2,3.115046398793174e-5,6542518.302708762,17.58757426263575,0.15050762197201084,43.15478807585102,14.141474792455622,1,j_i
