focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity
j,9,5,NA,NA,9,236.974,1242
j,9,5,NA,NA,9,236.974,1200
j,9,5,NA,NA,9,236.974,1323
j,9,5,NA,NA,9,236.974,1264
j,9,5,NA,NA,9,236.974,1215
j,9,5,NA,NA,9,236.974,1318
j,9,5,NA,NA,9,236.974,1220
j,2,20,NA,NA,10,236.9739,296
j,2,20,NA,NA,10,236.9739,302
j,2,20,NA,NA,10,236.9739,327
j,2,20,NA,NA,10,236.9739,289
j,2,20,NA,NA,10,236.9739,322
j,2,20,NA,NA,10,236.9739,291
j,2,20,NA,NA,10,236.9739,313
j,2,20,NA,NA,10,236.9739,335
j,2,20,NA,NA,10,236.9739,282
j,2,20,NA,NA,10,236.9739,302
i,4,4,NA,NA,1,134.22852,889
i,4,4,NA,NA,1,134.22852,936
i,4,4,NA,NA,1,134.22852,948
i,4,4,NA,NA,1,134.22852,869
i,4,4,NA,NA,1,134.22852,923
i,4,4,NA,NA,1,134.22852,904
i,4,4,NA,NA,1,134.22852,936
i,4,4,NA,NA,1,134.22852,969
i,4,4,NA,NA,1,134.22852,912
i,4,4,NA,NA,1,134.22852,934
i,7,6,NA,NA,2,129.07687,555
i,7,6,NA,NA,2,129.07687,523
i,7,6,NA,NA,2,129.07687,528
i,7,6,NA,NA,2,129.07687,560
i,7,6,NA,NA,2,129.07687,593
i,7,6,NA,NA,2,129.07687,551
i,7,6,NA,NA,2,129.07687,568
i,7,6,NA,NA,2,129.07687,541
i,7,6,NA,NA,2,129.07687,557
i,7,6,NA,NA,2,129.07687,574
i,8,6,NA,NA,3,129.01408,515
i,8,6,NA,NA,3,129.01408,533
i,8,6,NA,NA,3,129.01408,562
i,8,6,NA,NA,3,129.01408,574
i,8,6,NA,NA,3,129.01408,574
i,8,6,NA,NA,3,129.01408,548
i,8,6,NA,NA,3,129.01408,521
i,8,6,NA,NA,3,129.01408,509
i,8,6,NA,NA,3,129.01408,538
i,8,6,NA,NA,3,129.01408,526
i,5,4,NA,NA,4,129.0131,916
i,5,4,NA,NA,4,129.0131,954
i,5,4,NA,NA,4,129.0131,991
i,5,4,NA,NA,4,129.0131,982
i,5,4,NA,NA,4,129.0131,965
i,5,4,NA,NA,4,129.0131,947
i,5,4,NA,NA,4,129.0131,906
i,5,4,NA,NA,4,129.0131,941
i,5,4,NA,NA,4,129.0131,973
i,5,4,NA,NA,4,129.0131,958
i,7,1,NA,NA,5,129.01337,761
i,7,1,NA,NA,5,129.01337,767
i,7,1,NA,NA,5,129.01337,768
i,7,1,NA,NA,5,129.01337,755
i,7,1,NA,NA,5,129.01337,753
i,7,1,NA,NA,5,129.01337,769
i,7,1,NA,NA,5,129.01337,775
i,7,1,NA,NA,5,129.01337,750
i,7,1,NA,NA,5,129.01337,744
i,7,1,NA,NA,5,129.01337,741
i,17,5,NA,NA,6,129.01316,343
i,17,5,NA,NA,6,129.01316,347
i,17,5,NA,NA,6,129.01316,329
i,17,5,NA,NA,6,129.01316,354
i,17,5,NA,NA,6,129.01316,343
i,17,5,NA,NA,6,129.01316,370
i,17,5,NA,NA,6,129.01316,345
i,17,5,NA,NA,6,129.01316,328
i,17,5,NA,NA,6,129.01316,345
i,17,5,NA,NA,6,129.01316,345
i,2,1,NA,NA,7,129.01315,3298
i,2,1,NA,NA,7,129.01315,3219
i,2,1,NA,NA,7,129.01315,3270
i,2,1,NA,NA,7,129.01315,3216
i,2,1,NA,NA,7,129.01315,3308
i,2,1,NA,NA,7,129.01315,3239
i,2,1,NA,NA,7,129.01315,3172
i,2,1,NA,NA,7,129.01315,3232
i,2,1,NA,NA,7,129.01315,3325
i,2,1,NA,NA,7,129.01315,3272
i,1,1,NA,NA,8,129.01317,7155
i,1,1,NA,NA,8,129.01317,7199
i,1,1,NA,NA,8,129.01317,7272
i,1,1,NA,NA,8,129.01317,7106
i,1,1,NA,NA,8,129.01317,6960
i,1,1,NA,NA,8,129.01317,7222
i,1,1,NA,NA,8,129.01317,7307
i,1,1,NA,NA,8,129.01317,7121
i,1,1,NA,NA,8,129.01317,7268
i,1,1,NA,NA,8,129.01317,7076
i,16,10,NA,NA,9,129.01285,514
i,16,10,NA,NA,9,129.01285,518
i,16,10,NA,NA,9,129.01285,507
i,16,10,NA,NA,9,129.01285,517
i,16,10,NA,NA,9,129.01285,490
i,16,10,NA,NA,9,129.01285,514
i,16,10,NA,NA,9,129.01285,485
i,16,10,NA,NA,9,129.01285,504
i,16,10,NA,NA,9,129.01285,470
i,16,10,NA,NA,9,129.01285,474
i,3,10,NA,NA,10,129.01312,2924
i,3,10,NA,NA,10,129.01312,2885
i,3,10,NA,NA,10,129.01312,2862
i,3,10,NA,NA,10,129.01312,2900
i,3,10,NA,NA,10,129.01312,3073
i,3,10,NA,NA,10,129.01312,2877
i,3,10,NA,NA,10,129.01312,3022
i,3,10,NA,NA,10,129.01312,2898
i,3,10,NA,NA,10,129.01312,2998
i,3,10,NA,NA,10,129.01312,2972
j,5,2,NA,NA,1,226.6193,2898
j,5,2,NA,NA,1,226.6193,2877
j,5,2,NA,NA,1,226.6193,2811
j,5,2,NA,NA,1,226.6193,2942
j,5,2,NA,NA,1,226.6193,2918
j,5,2,NA,NA,1,226.6193,2809
j,5,2,NA,NA,1,226.6193,2799
j,5,2,NA,NA,1,226.6193,2844
j,5,2,NA,NA,1,226.6193,2832
j,5,2,NA,NA,1,226.6193,2917
j,14,10,NA,NA,2,236.96190000000001,583
j,14,10,NA,NA,2,236.96190000000001,554
j,14,10,NA,NA,2,236.96190000000001,618
j,14,10,NA,NA,2,236.96190000000001,596
j,14,10,NA,NA,2,236.96190000000001,589
j,14,10,NA,NA,2,236.96190000000001,583
j,14,10,NA,NA,2,236.96190000000001,557
j,14,10,NA,NA,2,236.96190000000001,594
j,14,10,NA,NA,2,236.96190000000001,625
j,14,10,NA,NA,2,236.96190000000001,565
j,9,8,NA,NA,3,236.9736,749
j,9,8,NA,NA,3,236.9736,778
j,9,8,NA,NA,3,236.9736,733
j,9,8,NA,NA,3,236.9736,737
j,9,8,NA,NA,3,236.9736,736
j,9,8,NA,NA,3,236.9736,691
j,9,8,NA,NA,3,236.9736,728
j,9,8,NA,NA,3,236.9736,732
j,9,8,NA,NA,3,236.9736,719
j,9,8,NA,NA,3,236.9736,755
j,3,8,NA,NA,4,236.9737,761
j,3,8,NA,NA,4,236.9737,804
j,3,8,NA,NA,4,236.9737,762
j,3,8,NA,NA,4,236.9737,806
j,3,8,NA,NA,4,236.9737,782
j,3,8,NA,NA,4,236.9737,719
j,3,8,NA,NA,4,236.9737,756
j,3,8,NA,NA,4,236.9737,736
j,3,8,NA,NA,4,236.9737,716
j,3,8,NA,NA,4,236.9737,729
j,15,2,NA,NA,5,236.9739,3015
j,15,2,NA,NA,5,236.9739,3042
j,15,2,NA,NA,5,236.9739,3156
j,15,2,NA,NA,5,236.9739,3041
j,15,2,NA,NA,5,236.9739,3109
j,15,2,NA,NA,5,236.9739,3110
j,15,2,NA,NA,5,236.9739,3019
j,15,2,NA,NA,5,236.9739,2981
j,15,2,NA,NA,5,236.9739,3079
j,15,2,NA,NA,5,236.9739,2951
j,12,3,NA,NA,6,236.9871,2051
j,12,3,NA,NA,6,236.9871,2039
j,12,3,NA,NA,6,236.9871,1951
j,12,3,NA,NA,6,236.9871,2059
j,12,3,NA,NA,6,236.9871,2101
j,12,3,NA,NA,6,236.9871,2080
j,12,3,NA,NA,6,236.9871,1973
j,12,3,NA,NA,6,236.9871,2089
j,12,3,NA,NA,6,236.9871,1992
j,12,3,NA,NA,6,236.9871,1975
j,2,5,NA,NA,7,236.9736,1253
j,2,5,NA,NA,7,236.9736,1190
j,2,5,NA,NA,7,236.9736,1216
j,2,5,NA,NA,7,236.9736,1231
j,2,5,NA,NA,7,236.9736,1251
j,2,5,NA,NA,7,236.9736,1250
j,2,5,NA,NA,7,236.9736,1263
j,2,5,NA,NA,7,236.9736,1209
j,2,5,NA,NA,7,236.9736,1173
j,2,5,NA,NA,7,236.9736,1236
j,7,13,NA,NA,8,236.9705,484
j,7,13,NA,NA,8,236.9705,533
j,7,13,NA,NA,8,236.9705,470
j,7,13,NA,NA,8,236.9705,406
j,7,13,NA,NA,8,236.9705,483
j,7,13,NA,NA,8,236.9705,489
j,7,13,NA,NA,8,236.9705,459
j,7,13,NA,NA,8,236.9705,475
j,7,13,NA,NA,8,236.9705,439
j,7,13,NA,NA,8,236.9705,475
j,14,3,NA,NA,9,236.9736,2115
j,14,3,NA,NA,9,236.9736,2054
j,14,3,NA,NA,9,236.9736,2061
j,14,3,NA,NA,9,236.9736,2029
j,14,3,NA,NA,9,236.9736,2077
j,14,3,NA,NA,9,236.9736,2069
j,14,3,NA,NA,9,236.9736,2080
j,14,3,NA,NA,9,236.9736,2099
j,14,3,NA,NA,9,236.9736,2054
j,14,3,NA,NA,9,236.9736,2047
j,1,1,NA,NA,10,236.9744,6163
j,1,1,NA,NA,10,236.9744,6178
j,1,1,NA,NA,10,236.9744,6162
j,1,1,NA,NA,10,236.9744,6361
j,1,1,NA,NA,10,236.9744,6267
j,1,1,NA,NA,10,236.9744,6135
j,1,1,NA,NA,10,236.9744,6221
j,1,1,NA,NA,10,236.9744,6262
j,1,1,NA,NA,10,236.9744,6126
j,1,1,NA,NA,10,236.9744,6187
i,3,0,NA,NA,1,242.49325,2247
i,3,0,NA,NA,1,242.49325,2191
i,3,0,NA,NA,1,242.49325,2264
i,3,0,NA,NA,1,242.49325,2264
i,3,0,NA,NA,1,242.49325,2217
i,3,0,NA,NA,1,242.49325,2259
i,3,0,NA,NA,1,242.49325,2211
i,3,0,NA,NA,1,242.49325,2208
i,3,0,NA,NA,1,242.49325,2198
i,3,0,NA,NA,1,242.49325,2166
i,4,7,NA,NA,2,129.01176,980
i,4,7,NA,NA,2,129.01176,1031
i,4,7,NA,NA,2,129.01176,999
i,4,7,NA,NA,2,129.01176,1023
i,4,7,NA,NA,2,129.01176,971
i,4,7,NA,NA,2,129.01176,979
i,4,7,NA,NA,2,129.01176,955
i,4,7,NA,NA,2,129.01176,960
i,4,7,NA,NA,2,129.01176,999
i,4,7,NA,NA,2,129.01176,961
i,10,9,NA,NA,3,129.01365,463
i,10,9,NA,NA,3,129.01365,451
i,10,9,NA,NA,3,129.01365,456
i,10,9,NA,NA,3,129.01365,460
i,10,9,NA,NA,3,129.01365,437
i,10,9,NA,NA,3,129.01365,434
i,10,9,NA,NA,3,129.01365,451
i,10,9,NA,NA,3,129.01365,396
i,10,9,NA,NA,3,129.01365,418
i,10,9,NA,NA,3,129.01365,428
i,3,5,NA,NA,4,129.01338,1596
i,3,5,NA,NA,4,129.01338,1608
i,3,5,NA,NA,4,129.01338,1622
i,3,5,NA,NA,4,129.01338,1621
i,3,5,NA,NA,4,129.01338,1640
i,3,5,NA,NA,4,129.01338,1549
i,3,5,NA,NA,4,129.01338,1541
i,3,5,NA,NA,4,129.01338,1580
i,3,5,NA,NA,4,129.01338,1503
i,3,5,NA,NA,4,129.01338,1584
i,3,1,NA,NA,5,129.01397,1793
i,3,1,NA,NA,5,129.01397,1727
i,3,1,NA,NA,5,129.01397,1811
i,3,1,NA,NA,5,129.01397,1721
i,3,1,NA,NA,5,129.01397,1805
i,3,1,NA,NA,5,129.01397,1771
