a_initial.i.i,a_initial.i.j,a_initial.j.i,a_initial.j.j,a_slope.i.i,a_slope.i.j,a_slope.j.i,a_slope.j.j,c.i.i,c.i.j,c.j.i,c.j.j,g.i,g.j,lambda.i,lambda.j,Nmax.i.i,Nmax.i.j,Nmax.j.i,Nmax.j.j,s.i,s.j,sim.i,sim.j,function.int,time,Ni.Ni,Nj.Ni,invader.Ni,grwr.Ni,Cgrwc.Ni,grwrChesson.Ni,grwrStouffer.Ni,Ni.Nj,Nj.Nj,invader.Nj,grwr.Nj,Cgrwc.Nj,grwrChesson.Nj,grwrStouffer.Nj,coex.stouff,prob.coex.stouff,prob.stable.stouff,coex.chess,prob.coex.chess,prob.stable.chess
-0.15317788051766862,-0.10586603301565128,-0.037862150434588904,-0.14840426612625388,-0.8558982410468161,-0.9051754586398602,-0.820502208545804,-0.9952181519474834,0.31096318806521595,0.07189762592315674,0.3349431627430022,0.46546749700792134,1,1,1,1,5,3,2,2,1,1,7,7,4,1,1,0.35947593395081373,Ni,4.172907767632129,3.2086873233299276,-0.07188150521765624,1.4286130991921728,0.8116445288161477,1,Nj,3.6984432860584744,4.483906281791818,0.14205007765557465,1.3079119976192977,coex,2886,0,comp,304,0
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,1,1,1,4.790043948973356,Ni,1.11605513113914,0.8520744183731376,0.22319089641105785,0.1098002634012585,2.88139912468971,1,Nj,1.3909336499406635,0.8928018341213599,0.49005662272306494,0.32997521226422427,coex,3828,1044,coex,4095,864
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,2,1,1,0,Ni,2.8115929344875985,NA,-3.3951746825369136,1.0337512033301128,2.0109990820808887,1,Nj,1460.0438282724829,83.84131338856092,NA,7.286221733616524,coex,1,0,comp,0,0
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,3,1,1,6.452941878501863,Ni,7258.12181993645,1.3749234109619468,-57.11851959535693,8.889876371861488,2.6356670506375015,1,Nj,2.2416041885995317,4646031263210728e13,0.4887937367260824,0.807191765174668,coex,1,0,comp,0,0
-0.3470536210798937,-0.1600814104588407,-0.11339063300979933,-0.20876635176057806,-0.3808048244100064,-0.2568323703017086,-0.8497328218072653,-0.744730920298025,0.13969323807395995,0.4551676381379366,0.6238715359941125,0.08526001800782979,1,1,1,1,2,8,6,6,1,1,8,8,4,1,1,4.287986269391778,Ni,24.103894491992317,1.6542546088186052,2.4673238497022263,3.1823734246192963,2.7290486285715416,1,Nj,1.5761579845862121,2.0442880251558178,-0.048360289514990606,0.45499023043837505,coex,1414,0,comp,34,592
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,1,1,1,5.3557889770858305,Ni,0.9948844851377355,0.8463346497638291,0.100675356883678,-0.00512864390208904,2.2806850870164035,1,Nj,1.5415303618735963,0.8996009518773476,0.5996160949629357,0.4327756644677084,comp,3403,1394,coex,3570,1222
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,2,1,1,0,Ni,42.124354315242876,NA,NA,3.740626060726991,0,1,Nj,13.794332004290071,NA,NA,2.6242577834660135,coex,1,0,comp,0,0
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,3,1,1,4.424557606150831,Ni,793.9645673806538,1.367949788081557,NA,6.677038834786218,0,1,Nj,2.3984920966031766,NA,0.5615271329050966,0.8748402468130794,coex,1,0,comp,0,0
-0.4384647427620978,-0.16684043049522732,-0.10580400078576696,-0.18671385379042993,-0.7947727008722723,-0.4733165593352169,-0.18485880410298705,-0.4527429093141109,0.5599722780752927,0.17508591176010668,0.07829473912715912,0.06373825180344284,1,1,1,1,5,3,1,5,1,1,9,9,4,1,1,4.726051308513289,Ni,1.9047965421774233,0.992472281791868,-0.4069944326570605,0.6443752008683219,0.619547839924578,1,Nj,2.3302702170829965,2.86156773439056,0.8535404283266557,0.8459842338502553,coex,1957,0,comp,558,0
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,1,1,1,2.9128486044434374,Ni,1.3935170293702133,0.9117708575356913,0.41311587177611264,0.3318307884394423,2.3180446773836043,1,Nj,1.5567239925943108,0.9219308268609313,0.5349501815914953,0.4425836084123486,coex,666,4346,coex,666,4309
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,2,1,1,2.583925356815532,Ni,1.2429637701490053,1.9205814239883214,3.405460885818563,0.21749866499920753,3.349279070927851,1,Nj,2.6205863809604755,0.04125585566259358,0.31077013706691503,0.9633981022582887,coex,1,0,coex,23,0
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,3,1,1,3.083901321576095,Ni,3.7960287717145116,1.1055177710005908,0.7173776649708393,1.3339554602011785,1.6725779140524546,1,Nj,1.9552534512665747,1.8525772824327251,0.5702060313602075,0.6705198276260529,coex,1715,0,coex,1274,0
-0.43139807000126845,-0.09236657317914665,-0.08128508333667048,-0.34330654826156737,-0.5890105224680156,-0.2483315127901733,-0.1783837543334812,-0.07484096148982644,0.9760128697380424,0.5743072202894837,0.0801111226901412,0.24744399264454842,1,1,1,1,2,4,1,2,1,1,10,10,4,1,1,2.9936852419962863,Ni,1.846661673429141,0.9773067424561293,1.2786470916041566,0.6133795081681894,2.636891241288638,1,Nj,1.3788668475477337,0.5141359350386416,0.3442167494921809,0.321262036895938,coex,2551,0,coex,4,0
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,1,1,1,5.371811299626437,Ni,1.950726874898848,0.8869126303456818,0.6769874697874274,0.6682020594776473,3.513649440533553,1,Nj,1.4801955278374759,0.9912530686404701,0.5121829941515124,0.3921741924535164,coex,903,4015,coex,946,3969
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,2,1,1,0,Ni,13.127277298131203,NA,NA,2.574692301855885,0,1,Nj,333.12821808329176,NA,NA,5.808527455161004,coex,1,0,comp,0,0
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,3,1,1,3.2912694095457735,Ni,3.473126023681313,43449658742011146e10,-1.5422929352918335,1.24505505979559,0.8997239246274985,1,Nj,8784967683315276e10,16.237899659978748,-1.5985609546303081,59.73766936786252,coex,1,0,comp,0,0
-0.28460437414842055,-0.12000880169799595,-0.00878541030978024,-0.1861569486012179,-0.2656138108577579,-0.6460881542880088,-0.6616876414045691,-0.6243355504702777,0.3398027727380395,0.6522289696149528,0.842637749388814,0.06345607247203588,1,1,1,1,8,0,3,9,1,1,11,11,4,1,1,3.8236525040577534,Ni,0.23843490435335257,1.6699179239237347,-0.7411241374563567,-1.4336589436298122,6.502344112177593,1,Nj,6.797743218657125,0.500306280962982,1.403816199618753,1.9165906774885892,comp,0,0,comp,2,0
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,1,1,1,36.05585911148237,Ni,1.9017415495414416,0.9920454082742156,0.6450754098383853,0.6427700713683465,3.648184156963783,1,Nj,2.568005185128718,0.9976973167818819,0.9511158032317049,0.943129404956797,coex,171,4840,coex,210,4819
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,2,1,1,4.2055235457126586e-155,Ni,8855.550175784234,17.72756577321562,NA,9.088799679939495,0,1,Nj,12.196437361541486,NA,-0.3739769268781017,2.501143889547421,coex,1,0,comp,0,0
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,3,1,1,17.809449048663577,Ni,Inf,Inf,NA,Inf,NA,1,Nj,NA,NA,NA,NA,comp,0,0,comp,0,0
-0.27410896955165065,-0.007986398274908086,-0.0023053384700388972,-0.02773474338548043,-0.9292120721656829,-0.2690153163857758,-0.7717128400690854,-0.19110982911661267,0.9433564096689224,0.985880060819909,0.37471237615682185,0.029239446623250842,1,1,1,1,10,8,6,9,1,1,12,12,4,1,1,18.013465458358343,Ni,8.714223554088368e-6,1.2981696161097482,-13.315512287320717,-11.650553976009117,1.267459807671599e-161,1,Nj,2.6959619363106513,5.285452901568712,0.7307997896575995,0.9917550743712572,comp,0,0,comp,0,0
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,1,1,1,7.72691728172574,Ni,2.02555982907216,0.9002903299570546,0.7183949350329462,0.7058461211518766,5.0712451110306205,1,Nj,1.4020128381257848,0.9875295941651597,0.44294692441612643,0.3379089455788789,coex,1892,3097,coex,1892,2905
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,2,1,1,0,Ni,37.670573466263185,NA,2.442607250918928,3.6288792450089185,1.1324353631534492e-252,1,Nj,118.53642628384578,3.27484976283018,NA,4.77522030813947,coex,1,0,comp,0,0
-0.19719023200532534,-0.10503797883724753,-0.012548813881069786,-0.12941771777019187,-0.5652138954028487,-0.5975300755817443,-0.19882080797106028,-0.9761595064774156,0.9437241856940091,0.25901920604519546,0.1753172583412379,0.03438963834196329,1,1,1,1,6,9,2,5,1,1,13,13,3,1,1,5.170893652330622,Ni,995681498303829e13,12.434104930335769,NA,64.4680547504755,0,1,Nj,3.253454052654287,NA,-1.3407258773791169,1.1797172174171218,coex,1,0,comp,0,0
